Order_ID,Order_Date,Ship_Date,Customer_ID,Customer_Name,Segment,Country,State,City,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,profit_Margin
ORD-11049,9/25/2024,9/28/2024,CUST-760,Customer 104,Corporate,India,Maharashtra,Nagpur,PROD-341,Technology,Laptops,Laptops Model 3,23969.62,2,0.1,1234.04,5.15
ORD-11050,1/29/2024,02-03-2024,CUST-581,Customer 268,Consumer,India,Kerala,Kozhikode,PROD-126,Technology,Laptops,Laptops Model 17,47856.46,3,0.05,2185.51,4.57
ORD-11051,11-07-2024,11-11-2024,CUST-566,Customer 143,Consumer,India,Telangana,Warangal,PROD-381,Furniture,Chairs,Chairs Model 13,44026.9,2,0.05,4601.32,10.45
ORD-11052,10/26/2024,11-01-2024,CUST-489,Customer 238,Consumer,India,Tamil Nadu,Chennai,PROD-275,Furniture,Tables,Tables Model 4,19199.61,2,0.05,1836.63,9.57
ORD-11053,2/21/2024,2/27/2024,CUST-604,Customer 111,Home Office,India,Maharashtra,Mumbai,PROD-250,Office Supplies,Binders,Binders Model 20,34202.82,10,0.15,2470.4,7.22
ORD-11054,10/28/2024,11-04-2024,CUST-630,Customer 387,Corporate,India,Tamil Nadu,Madurai,PROD-001,Office Supplies,Binders,Binders Model 17,45298.16,10,0.1,2197.91,4.85
ORD-11055,9/20/2024,9/24/2024,CUST-975,Customer 331,Corporate,India,Karnataka,Mysore,PROD-136,Technology,Accessories,Accessories Model 35,15016.42,5,0.2,741.62,4.94
ORD-11056,09-06-2024,09-08-2024,CUST-327,Customer 458,Home Office,India,Telangana,Warangal,PROD-241,Furniture,Tables,Tables Model 32,9871.54,2,0.15,341.51,3.46
ORD-11057,04-09-2024,04-11-2024,CUST-782,Customer 119,Consumer,India,Tamil Nadu,Coimbatore,PROD-158,Office Supplies,Binders,Binders Model 33,18392.49,9,0.15,1460.67,7.94
ORD-11058,6/14/2024,6/17/2024,CUST-197,Customer 393,Corporate,India,Kerala,Kozhikode,PROD-403,Furniture,Tables,Tables Model 11,51156.2,10,0.05,3332.12,6.51
ORD-11059,5/17/2024,5/20/2024,CUST-956,Customer 135,Corporate,India,Delhi,New Delhi,PROD-479,Technology,Accessories,Accessories Model 20,22310.39,5,0.1,2127.12,9.53
ORD-11060,08-05-2024,08-11-2024,CUST-403,Customer 391,Corporate,India,Telangana,Warangal,PROD-003,Office Supplies,Pens,Pens Model 49,56405.24,1,0.15,1651.41,2.93
ORD-11061,12/26/2024,12/29/2024,CUST-214,Customer 339,Home Office,India,Karnataka,Mysore,PROD-132,Office Supplies,Paper,Paper Model 19,49969.85,1,0.1,1773.91,3.55
ORD-11062,4/20/2024,4/26/2024,CUST-516,Customer 226,Corporate,India,Maharashtra,Pune,PROD-055,Technology,Mobiles,Mobiles Model 5,14663.96,6,0.15,1294.81,8.83
ORD-11063,12/18/2024,12/25/2024,CUST-499,Customer 128,Corporate,India,Delhi,New Delhi,PROD-311,Furniture,Furnishings,Furnishings Model 38,22563.64,2,0,4014.65,17.79
ORD-11064,5/25/2024,5/27/2024,CUST-484,Customer 69,Home Office,India,Kerala,Kozhikode,PROD-038,Office Supplies,Envelopes,Envelopes Model 21,58633.01,7,0.05,10248.47,17.48
ORD-11065,10/14/2024,10/16/2024,CUST-449,Customer 126,Corporate,India,Delhi,New Delhi,PROD-294,Technology,Mobiles,Mobiles Model 35,45790.95,5,0.2,2005.39,4.38
ORD-11066,02-04-2024,02-11-2024,CUST-729,Customer 379,Corporate,India,Kerala,Kozhikode,PROD-491,Furniture,Tables,Tables Model 24,54315.7,8,0.05,2000.34,3.68
ORD-11067,6/19/2024,6/22/2024,CUST-694,Customer 498,Home Office,India,Maharashtra,Mumbai,PROD-133,Office Supplies,Pens,Pens Model 17,36256.65,1,0.05,864.29,2.38
ORD-11068,1/25/2024,1/31/2024,CUST-062,Customer 468,Home Office,India,Maharashtra,Pune,PROD-192,Office Supplies,Envelopes,Envelopes Model 2,33986.3,1,0.2,836.61,2.46
ORD-11069,10/21/2024,10/25/2024,CUST-650,Customer 35,Home Office,India,Kerala,Kozhikode,PROD-039,Office Supplies,Pens,Pens Model 37,5619.4,9,0,878.61,15.64
ORD-11070,11-08-2024,11/15/2024,CUST-196,Customer 385,Consumer,India,Delhi,New Delhi,PROD-393,Technology,Accessories,Accessories Model 44,25913.71,5,0.15,252.46,0.97
ORD-11071,02-07-2024,02-10-2024,CUST-664,Customer 295,Corporate,India,Telangana,Hyderabad,PROD-233,Technology,Printers,Printers Model 34,46888.66,7,0,6109.27,13.03
ORD-11072,01-10-2024,01-12-2024,CUST-231,Customer 166,Corporate,India,Kerala,Kochi,PROD-078,Technology,Accessories,Accessories Model 17,51348.92,10,0.1,2899.82,5.65
ORD-11073,10/22/2024,10/25/2024,CUST-194,Customer 396,Consumer,India,Telangana,Hyderabad,PROD-106,Technology,Printers,Printers Model 20,10977.04,1,0.2,325.09,2.96
ORD-11074,02-05-2024,02-09-2024,CUST-892,Customer 162,Consumer,India,Tamil Nadu,Chennai,PROD-337,Technology,Printers,Printers Model 14,12181.92,3,0.15,1196.27,9.82
ORD-11075,03-11-2024,3/16/2024,CUST-127,Customer 428,Corporate,India,Karnataka,Bangalore,PROD-014,Office Supplies,Paper,Paper Model 29,52065.21,4,0.15,4694.05,9.02
ORD-11076,7/13/2024,7/19/2024,CUST-835,Customer 64,Consumer,India,Maharashtra,Pune,PROD-497,Furniture,Tables,Tables Model 12,30451.53,10,0.2,3826.52,12.57
ORD-11077,06-11-2024,6/16/2024,CUST-196,Customer 108,Consumer,India,Karnataka,Bangalore,PROD-410,Office Supplies,Pens,Pens Model 33,21655.52,5,0.2,2763.28,12.76
ORD-11078,08-03-2024,08-08-2024,CUST-985,Customer 440,Consumer,India,Maharashtra,Mumbai,PROD-182,Furniture,Furnishings,Furnishings Model 24,56749.33,2,0.15,5061.37,8.92
ORD-11079,11/29/2024,12-06-2024,CUST-830,Customer 200,Corporate,India,Telangana,Warangal,PROD-009,Furniture,Chairs,Chairs Model 18,43804.78,6,0,3423.22,7.81
ORD-11080,03-06-2024,03-12-2024,CUST-160,Customer 72,Home Office,India,Karnataka,Bangalore,PROD-241,Technology,Laptops,Laptops Model 49,2435.55,10,0.05,422.01,17.33
ORD-11081,3/21/2024,3/26/2024,CUST-177,Customer 90,Home Office,India,Telangana,Warangal,PROD-495,Office Supplies,Envelopes,Envelopes Model 10,44543.8,3,0.1,5604.3,12.58
ORD-11082,4/14/2024,4/18/2024,CUST-414,Customer 321,Corporate,India,Tamil Nadu,Chennai,PROD-466,Furniture,Furnishings,Furnishings Model 17,37352.62,1,0,4344.72,11.63
ORD-11083,7/27/2024,7/29/2024,CUST-553,Customer 194,Home Office,India,Maharashtra,Mumbai,PROD-370,Technology,Mobiles,Mobiles Model 34,10267.44,2,0,1229.35,11.97
ORD-11084,2/27/2024,03-03-2024,CUST-476,Customer 213,Home Office,India,Karnataka,Bangalore,PROD-226,Office Supplies,Paper,Paper Model 9,51429.25,1,0.1,2327.11,4.52
ORD-11085,11-10-2024,11/17/2024,CUST-734,Customer 50,Corporate,India,Kerala,Kochi,PROD-253,Office Supplies,Pens,Pens Model 48,49882.25,10,0.05,1255.37,2.52
ORD-11086,12-03-2024,12-05-2024,CUST-762,Customer 49,Home Office,India,Delhi,New Delhi,PROD-207,Furniture,Tables,Tables Model 19,53226.38,2,0.05,2408.21,4.52
ORD-11087,6/17/2024,6/24/2024,CUST-998,Customer 237,Home Office,India,Karnataka,Hubli,PROD-303,Technology,Printers,Printers Model 34,31062.57,5,0.05,2037.36,6.56
ORD-11088,7/16/2024,7/23/2024,CUST-050,Customer 407,Consumer,India,Kerala,Kozhikode,PROD-094,Furniture,Chairs,Chairs Model 1,8662.97,1,0.05,280.48,3.24
ORD-11089,09-04-2024,09-08-2024,CUST-193,Customer 322,Home Office,India,Kerala,Kochi,PROD-208,Technology,Accessories,Accessories Model 29,59562.66,8,0.2,5803.73,9.74
ORD-11090,12-01-2024,12-07-2024,CUST-947,Customer 173,Corporate,India,Maharashtra,Mumbai,PROD-457,Technology,Printers,Printers Model 12,15391.54,8,0.2,904.05,5.87
ORD-11091,02-02-2024,02-06-2024,CUST-437,Customer 329,Consumer,India,Tamil Nadu,Madurai,PROD-494,Office Supplies,Pens,Pens Model 35,7661.07,4,0.15,505.75,6.60
ORD-11092,03-05-2024,03-09-2024,CUST-315,Customer 232,Corporate,India,Tamil Nadu,Madurai,PROD-284,Technology,Printers,Printers Model 6,57980.92,9,0.05,4610.16,7.95
ORD-11093,01-09-2024,01-12-2024,CUST-752,Customer 382,Corporate,India,Delhi,New Delhi,PROD-270,Furniture,Tables,Tables Model 39,46818.27,10,0.2,2106.4,4.50
ORD-11094,12/21/2024,12/27/2024,CUST-171,Customer 192,Consumer,India,Delhi,New Delhi,PROD-052,Technology,Mobiles,Mobiles Model 44,10021.57,10,0.05,1690.12,16.86
ORD-11095,4/13/2024,4/17/2024,CUST-051,Customer 492,Corporate,India,Telangana,Hyderabad,PROD-152,Technology,Accessories,Accessories Model 25,54067.3,7,0.15,345.99,0.64
ORD-11096,02-08-2024,02-12-2024,CUST-726,Customer 285,Home Office,India,Karnataka,Hubli,PROD-160,Office Supplies,Paper,Paper Model 14,55390.82,10,0.2,2318.39,4.19
ORD-11097,09-03-2024,09-06-2024,CUST-783,Customer 498,Consumer,India,Tamil Nadu,Coimbatore,PROD-201,Furniture,Tables,Tables Model 11,38800.47,7,0.2,4319.49,11.13
ORD-11098,03-12-2024,3/17/2024,CUST-127,Customer 372,Home Office,India,Kerala,Kochi,PROD-300,Furniture,Bookcases,Bookcases Model 44,9195.59,8,0.05,1236.33,13.44
ORD-11099,9/23/2024,9/27/2024,CUST-537,Customer 53,Home Office,India,Kerala,Kochi,PROD-307,Technology,Laptops,Laptops Model 31,14007.65,8,0.1,1603.15,11.44
ORD-11100,6/23/2024,6/27/2024,CUST-973,Customer 21,Corporate,India,Delhi,New Delhi,PROD-430,Furniture,Chairs,Chairs Model 17,6858.97,8,0.15,116.57,1.70
ORD-11101,9/24/2024,9/26/2024,CUST-091,Customer 375,Home Office,India,Telangana,Warangal,PROD-492,Office Supplies,Binders,Binders Model 39,51918.6,4,0.15,3496.29,6.73
ORD-11102,5/23/2024,5/30/2024,CUST-751,Customer 142,Corporate,India,Maharashtra,Pune,PROD-328,Furniture,Chairs,Chairs Model 33,19796.9,5,0.1,660.85,3.34
ORD-11103,10/26/2024,10/31/2024,CUST-227,Customer 303,Corporate,India,Tamil Nadu,Madurai,PROD-341,Office Supplies,Binders,Binders Model 18,6327.53,8,0.2,181.42,2.87
ORD-11104,1/22/2024,1/28/2024,CUST-111,Customer 303,Home Office,India,Delhi,New Delhi,PROD-489,Technology,Accessories,Accessories Model 7,34579.97,2,0.05,2494.6,7.21
ORD-11105,6/26/2024,07-03-2024,CUST-808,Customer 226,Corporate,India,Telangana,Warangal,PROD-294,Office Supplies,Paper,Paper Model 34,2332.85,7,0.15,78.88,3.38
ORD-11106,1/13/2024,1/20/2024,CUST-969,Customer 169,Consumer,India,Tamil Nadu,Chennai,PROD-150,Technology,Mobiles,Mobiles Model 27,48133.53,8,0.1,1045.35,2.17
ORD-11107,5/21/2024,5/26/2024,CUST-803,Customer 25,Corporate,India,Telangana,Warangal,PROD-235,Office Supplies,Binders,Binders Model 45,59459.44,5,0.05,2489.94,4.19
ORD-11108,6/27/2024,6/30/2024,CUST-865,Customer 256,Consumer,India,Delhi,New Delhi,PROD-171,Technology,Accessories,Accessories Model 23,37022.52,4,0.1,4284.86,11.57
ORD-11109,06-09-2024,6/15/2024,CUST-510,Customer 328,Consumer,India,Tamil Nadu,Madurai,PROD-388,Furniture,Furnishings,Furnishings Model 25,12208.73,8,0.1,212.43,1.74
ORD-11110,6/14/2024,6/16/2024,CUST-115,Customer 98,Home Office,India,Maharashtra,Pune,PROD-159,Furniture,Tables,Tables Model 33,42043.68,9,0.1,4261.3,10.14
ORD-11111,04-11-2024,4/13/2024,CUST-093,Customer 365,Home Office,India,Delhi,New Delhi,PROD-469,Office Supplies,Paper,Paper Model 43,24337.76,5,0.05,3484.62,14.32
ORD-11112,7/16/2024,7/18/2024,CUST-866,Customer 490,Home Office,India,Delhi,New Delhi,PROD-418,Office Supplies,Binders,Binders Model 19,36843.86,2,0.1,5522.44,14.99
ORD-11113,12-07-2024,12-11-2024,CUST-027,Customer 254,Consumer,India,Maharashtra,Mumbai,PROD-427,Furniture,Tables,Tables Model 45,58997.41,4,0.05,5195.97,8.81
ORD-11114,05-04-2024,05-06-2024,CUST-879,Customer 314,Corporate,India,Karnataka,Bangalore,PROD-430,Furniture,Bookcases,Bookcases Model 29,24930.1,9,0.2,2781.01,11.16
ORD-11115,11/17/2024,11/23/2024,CUST-910,Customer 462,Corporate,India,Karnataka,Hubli,PROD-383,Technology,Accessories,Accessories Model 17,42434.08,6,0.1,1538.78,3.63
ORD-11116,02-09-2024,2/16/2024,CUST-138,Customer 165,Home Office,India,Kerala,Kochi,PROD-127,Office Supplies,Pens,Pens Model 35,34779.61,2,0.2,289.69,0.83
ORD-11117,6/27/2024,07-04-2024,CUST-719,Customer 331,Home Office,India,Delhi,New Delhi,PROD-421,Furniture,Tables,Tables Model 15,27970.66,10,0,3973.17,14.20
ORD-11118,02-03-2024,02-06-2024,CUST-023,Customer 287,Corporate,India,Maharashtra,Pune,PROD-287,Technology,Accessories,Accessories Model 42,3546.99,6,0.15,260.76,7.35
ORD-11119,02-03-2024,02-10-2024,CUST-283,Customer 292,Corporate,India,Karnataka,Bangalore,PROD-486,Technology,Printers,Printers Model 47,1751.86,10,0.15,24.24,1.38
ORD-11120,06-07-2024,6/13/2024,CUST-714,Customer 346,Corporate,India,Karnataka,Mysore,PROD-170,Furniture,Furnishings,Furnishings Model 15,34234.46,9,0.15,2435.9,7.12
ORD-11121,12/30/2024,01-03-2025,CUST-602,Customer 62,Consumer,India,Delhi,New Delhi,PROD-315,Furniture,Chairs,Chairs Model 5,31833.34,3,0.05,1584.02,4.98
ORD-11122,11/28/2024,12-03-2024,CUST-747,Customer 62,Corporate,India,Delhi,New Delhi,PROD-046,Furniture,Chairs,Chairs Model 7,56774.21,10,0.15,3462.25,6.10
ORD-11123,6/24/2024,6/27/2024,CUST-099,Customer 160,Corporate,India,Maharashtra,Nagpur,PROD-091,Office Supplies,Binders,Binders Model 46,25878.62,5,0.15,2118.25,8.19
ORD-11124,6/28/2024,07-05-2024,CUST-649,Customer 42,Corporate,India,Kerala,Thiruvananthapuram,PROD-232,Furniture,Tables,Tables Model 49,5732.27,5,0,1294.69,22.59
ORD-11125,2/18/2024,2/21/2024,CUST-002,Customer 494,Home Office,India,Tamil Nadu,Madurai,PROD-007,Furniture,Bookcases,Bookcases Model 1,19678.89,5,0,4132.72,21.00
ORD-11126,04-06-2024,4/13/2024,CUST-636,Customer 256,Consumer,India,Delhi,New Delhi,PROD-275,Furniture,Tables,Tables Model 14,58548.88,2,0.05,7022.57,11.99
ORD-11127,9/16/2024,9/19/2024,CUST-834,Customer 420,Corporate,India,Delhi,New Delhi,PROD-016,Office Supplies,Binders,Binders Model 40,2422.58,9,0,512.23,21.14
ORD-11128,12/15/2024,12/18/2024,CUST-605,Customer 266,Consumer,India,Kerala,Thiruvananthapuram,PROD-461,Furniture,Bookcases,Bookcases Model 7,29909.3,10,0.05,5965.96,19.95
ORD-11129,8/17/2024,8/19/2024,CUST-685,Customer 284,Consumer,India,Kerala,Thiruvananthapuram,PROD-174,Technology,Accessories,Accessories Model 16,22005.04,4,0.15,1371.62,6.23
ORD-11130,09-02-2024,09-09-2024,CUST-725,Customer 387,Home Office,India,Maharashtra,Mumbai,PROD-051,Office Supplies,Paper,Paper Model 34,5548.11,6,0.2,207.5,3.74
ORD-11131,5/24/2024,5/28/2024,CUST-139,Customer 230,Consumer,India,Telangana,Warangal,PROD-150,Technology,Mobiles,Mobiles Model 41,25636.52,7,0.15,2141.22,8.35
ORD-11132,10/14/2024,10/19/2024,CUST-625,Customer 200,Corporate,India,Tamil Nadu,Coimbatore,PROD-255,Furniture,Bookcases,Bookcases Model 50,17302.92,1,0.2,281.2,1.63
ORD-11133,11/24/2024,11/28/2024,CUST-757,Customer 25,Home Office,India,Karnataka,Bangalore,PROD-015,Office Supplies,Binders,Binders Model 4,58009.42,7,0.05,4081.14,7.04
ORD-11134,9/17/2024,9/23/2024,CUST-870,Customer 92,Home Office,India,Delhi,New Delhi,PROD-190,Technology,Accessories,Accessories Model 44,41981.07,4,0,5938.09,14.14
ORD-11135,02-07-2024,2/14/2024,CUST-209,Customer 254,Consumer,India,Karnataka,Bangalore,PROD-293,Technology,Printers,Printers Model 41,36819.72,1,0.15,2164.78,5.88
ORD-11136,05-03-2024,05-10-2024,CUST-834,Customer 469,Corporate,India,Telangana,Hyderabad,PROD-091,Office Supplies,Paper,Paper Model 25,49611.68,6,0.15,4517.08,9.10
ORD-11137,08-04-2024,08-11-2024,CUST-585,Customer 364,Home Office,India,Karnataka,Hubli,PROD-159,Furniture,Bookcases,Bookcases Model 14,56422.34,5,0.15,2147.22,3.81
ORD-11138,04-07-2024,04-12-2024,CUST-260,Customer 308,Consumer,India,Maharashtra,Pune,PROD-321,Office Supplies,Pens,Pens Model 45,23788.56,8,0.05,3154.19,13.26
ORD-11139,2/29/2024,03-03-2024,CUST-924,Customer 406,Corporate,India,Karnataka,Bangalore,PROD-035,Technology,Laptops,Laptops Model 12,32262.69,3,0.1,4551.09,14.11
ORD-11140,5/25/2024,5/31/2024,CUST-268,Customer 56,Consumer,India,Telangana,Warangal,PROD-203,Office Supplies,Pens,Pens Model 13,57017.52,9,0.15,3412.06,5.98
ORD-11141,2/25/2024,2/27/2024,CUST-235,Customer 20,Corporate,India,Delhi,New Delhi,PROD-095,Office Supplies,Envelopes,Envelopes Model 6,45776.23,2,0.05,3991.22,8.72
ORD-11142,8/14/2024,8/20/2024,CUST-788,Customer 22,Home Office,India,Kerala,Thiruvananthapuram,PROD-479,Technology,Mobiles,Mobiles Model 33,46030.73,4,0.05,6673.63,14.50
ORD-11143,6/23/2024,6/27/2024,CUST-944,Customer 90,Corporate,India,Tamil Nadu,Madurai,PROD-237,Furniture,Tables,Tables Model 13,54103.61,1,0.15,1298.12,2.40
ORD-11144,04-04-2024,04-11-2024,CUST-200,Customer 172,Home Office,India,Kerala,Kozhikode,PROD-370,Furniture,Tables,Tables Model 29,1616.05,8,0,353.41,21.87
ORD-11145,3/14/2024,3/20/2024,CUST-988,Customer 163,Consumer,India,Delhi,New Delhi,PROD-058,Technology,Mobiles,Mobiles Model 44,4001.37,9,0.2,586.23,14.65
ORD-11146,07-08-2024,07-10-2024,CUST-147,Customer 462,Consumer,India,Telangana,Hyderabad,PROD-351,Technology,Printers,Printers Model 15,453.51,1,0.2,62.73,13.83
ORD-11147,11/17/2024,11/19/2024,CUST-578,Customer 280,Consumer,India,Maharashtra,Nagpur,PROD-011,Furniture,Tables,Tables Model 42,49457.5,8,0.2,1040.68,2.10
ORD-11148,8/18/2024,8/25/2024,CUST-244,Customer 350,Corporate,India,Kerala,Kozhikode,PROD-314,Technology,Accessories,Accessories Model 17,20774.26,8,0.15,1742.66,8.39
ORD-11149,4/24/2024,4/27/2024,CUST-294,Customer 327,Home Office,India,Karnataka,Mysore,PROD-090,Technology,Printers,Printers Model 25,59948.51,3,0.1,5875.02,9.80
ORD-11150,8/23/2024,8/28/2024,CUST-728,Customer 451,Home Office,India,Maharashtra,Pune,PROD-437,Furniture,Chairs,Chairs Model 15,59250.61,3,0.1,496.51,0.84
ORD-11151,8/19/2024,8/24/2024,CUST-976,Customer 199,Corporate,India,Maharashtra,Pune,PROD-187,Office Supplies,Envelopes,Envelopes Model 22,19628.06,7,0.05,2839.43,14.47
ORD-11152,10/18/2024,10/21/2024,CUST-971,Customer 448,Home Office,India,Karnataka,Bangalore,PROD-338,Furniture,Tables,Tables Model 40,21868.55,8,0.2,491.77,2.25
ORD-11153,4/19/2024,4/24/2024,CUST-145,Customer 241,Consumer,India,Maharashtra,Pune,PROD-278,Technology,Printers,Printers Model 42,27193.96,10,0.15,2442.64,8.98
ORD-11154,12-03-2024,12-08-2024,CUST-960,Customer 265,Corporate,India,Karnataka,Mysore,PROD-093,Technology,Mobiles,Mobiles Model 29,1527.74,4,0.15,20.59,1.35
ORD-11155,11/24/2024,11/29/2024,CUST-589,Customer 401,Consumer,India,Karnataka,Mysore,PROD-078,Technology,Mobiles,Mobiles Model 27,19057.79,4,0.05,2906.77,15.25
ORD-11156,12-12-2024,12/14/2024,CUST-806,Customer 34,Consumer,India,Maharashtra,Pune,PROD-011,Technology,Laptops,Laptops Model 1,55218.29,1,0.1,6654.92,12.05
ORD-11157,4/19/2024,4/23/2024,CUST-861,Customer 34,Corporate,India,Kerala,Thiruvananthapuram,PROD-320,Furniture,Tables,Tables Model 21,35048.57,8,0.15,1131.22,3.23
ORD-11158,10/14/2024,10/17/2024,CUST-923,Customer 451,Consumer,India,Karnataka,Mysore,PROD-084,Office Supplies,Paper,Paper Model 27,7194.58,10,0.15,491.71,6.83
ORD-11159,12/19/2024,12/22/2024,CUST-1000,Customer 59,Home Office,India,Delhi,New Delhi,PROD-485,Technology,Printers,Printers Model 10,54560.17,2,0,4207.67,7.71
ORD-11160,3/28/2024,3/30/2024,CUST-601,Customer 353,Corporate,India,Maharashtra,Pune,PROD-477,Office Supplies,Envelopes,Envelopes Model 29,35134.98,3,0.15,2768.55,7.88
ORD-11161,6/22/2024,6/24/2024,CUST-908,Customer 190,Consumer,India,Maharashtra,Nagpur,PROD-091,Technology,Printers,Printers Model 9,37479.46,7,0.05,831.83,2.22
ORD-11162,5/29/2024,06-05-2024,CUST-812,Customer 486,Consumer,India,Telangana,Hyderabad,PROD-182,Technology,Printers,Printers Model 39,59015.9,8,0,10290.75,17.44
ORD-11163,05-09-2024,05-12-2024,CUST-526,Customer 144,Home Office,India,Delhi,New Delhi,PROD-463,Furniture,Bookcases,Bookcases Model 2,29427.58,3,0,5293.46,17.99
ORD-11164,08-09-2024,8/13/2024,CUST-042,Customer 140,Home Office,India,Telangana,Warangal,PROD-389,Office Supplies,Envelopes,Envelopes Model 43,27539.44,2,0.1,1659.38,6.03
ORD-11165,06-03-2024,06-08-2024,CUST-205,Customer 464,Corporate,India,Karnataka,Hubli,PROD-195,Furniture,Chairs,Chairs Model 25,2255.39,5,0.15,74.14,3.29
ORD-11166,03-08-2024,03-12-2024,CUST-737,Customer 134,Home Office,India,Delhi,New Delhi,PROD-099,Office Supplies,Pens,Pens Model 32,16970.3,2,0.15,1421.35,8.38
ORD-11167,01-12-2024,1/15/2024,CUST-826,Customer 391,Consumer,India,Tamil Nadu,Madurai,PROD-125,Office Supplies,Paper,Paper Model 5,10708.72,2,0.05,1224.88,11.44
ORD-11168,01-07-2024,1/14/2024,CUST-827,Customer 175,Home Office,India,Karnataka,Bangalore,PROD-037,Furniture,Chairs,Chairs Model 10,35007.02,8,0.1,3753.67,10.72
ORD-11169,12/26/2024,12/29/2024,CUST-205,Customer 471,Home Office,India,Tamil Nadu,Madurai,PROD-475,Furniture,Chairs,Chairs Model 6,11215.93,2,0,1532.03,13.66
ORD-11170,02-10-2024,2/15/2024,CUST-329,Customer 321,Home Office,India,Telangana,Hyderabad,PROD-099,Furniture,Chairs,Chairs Model 31,49071.3,8,0.2,429.14,0.87
ORD-11171,8/14/2024,8/17/2024,CUST-520,Customer 4,Consumer,India,Maharashtra,Pune,PROD-091,Technology,Laptops,Laptops Model 13,15869.37,9,0.2,706.9,4.45
ORD-11172,04-06-2024,04-09-2024,CUST-869,Customer 165,Consumer,India,Telangana,Hyderabad,PROD-084,Technology,Laptops,Laptops Model 26,38154.29,10,0.1,2682.66,7.03
ORD-11173,05-08-2024,05-12-2024,CUST-754,Customer 124,Home Office,India,Delhi,New Delhi,PROD-004,Furniture,Furnishings,Furnishings Model 42,53444.31,5,0.1,5390.36,10.09
ORD-11174,6/25/2024,07-02-2024,CUST-062,Customer 318,Corporate,India,Tamil Nadu,Chennai,PROD-041,Furniture,Furnishings,Furnishings Model 44,45889.59,8,0,11262.84,24.54
ORD-11175,12/23/2024,12/30/2024,CUST-621,Customer 348,Consumer,India,Telangana,Hyderabad,PROD-292,Office Supplies,Pens,Pens Model 17,43656.22,6,0.15,1238.85,2.84
ORD-11176,09-07-2024,09-11-2024,CUST-560,Customer 382,Consumer,India,Maharashtra,Pune,PROD-117,Office Supplies,Pens,Pens Model 38,10316.12,6,0.15,72.33,0.70
ORD-11177,8/25/2024,8/30/2024,CUST-157,Customer 73,Home Office,India,Maharashtra,Pune,PROD-385,Office Supplies,Envelopes,Envelopes Model 25,25233.87,1,0.05,3978.2,15.77
ORD-11178,07-06-2024,07-08-2024,CUST-445,Customer 406,Home Office,India,Maharashtra,Nagpur,PROD-464,Furniture,Furnishings,Furnishings Model 12,9147.22,3,0.05,173.52,1.90
ORD-11179,6/21/2024,6/24/2024,CUST-023,Customer 255,Corporate,India,Maharashtra,Pune,PROD-082,Furniture,Bookcases,Bookcases Model 20,49803.71,9,0.1,221.73,0.45
ORD-11180,08-09-2024,8/14/2024,CUST-971,Customer 437,Consumer,India,Maharashtra,Nagpur,PROD-250,Technology,Accessories,Accessories Model 43,3679.65,2,0,885.29,24.06
ORD-11181,3/13/2024,3/16/2024,CUST-532,Customer 483,Corporate,India,Telangana,Warangal,PROD-412,Technology,Printers,Printers Model 14,25039.09,1,0.1,1910.53,7.63
ORD-11182,11-09-2024,11-11-2024,CUST-614,Customer 67,Home Office,India,Kerala,Kozhikode,PROD-145,Office Supplies,Envelopes,Envelopes Model 22,43512.93,3,0.1,2744.17,6.31
ORD-11183,07-08-2024,7/13/2024,CUST-253,Customer 108,Corporate,India,Maharashtra,Mumbai,PROD-353,Furniture,Furnishings,Furnishings Model 15,54617.75,6,0.15,3132.94,5.74
ORD-11184,12/23/2024,12/26/2024,CUST-924,Customer 66,Corporate,India,Delhi,New Delhi,PROD-401,Technology,Printers,Printers Model 41,34379.27,4,0.2,966.83,2.81
ORD-11185,01-10-2024,1/14/2024,CUST-524,Customer 451,Consumer,India,Karnataka,Mysore,PROD-197,Technology,Accessories,Accessories Model 49,8986.49,6,0,1400.52,15.58
ORD-11186,02-04-2024,02-09-2024,CUST-399,Customer 399,Consumer,India,Maharashtra,Nagpur,PROD-406,Technology,Printers,Printers Model 50,16645,3,0.1,1989.99,11.96
ORD-11187,11/20/2024,11/22/2024,CUST-336,Customer 183,Home Office,India,Tamil Nadu,Coimbatore,PROD-248,Furniture,Tables,Tables Model 36,8852.6,5,0.1,415.54,4.69
ORD-11188,11/26/2024,11/29/2024,CUST-981,Customer 473,Home Office,India,Kerala,Kozhikode,PROD-310,Technology,Mobiles,Mobiles Model 8,17807.61,1,0.05,1864.46,10.47
ORD-11189,08-04-2024,08-11-2024,CUST-839,Customer 437,Consumer,India,Delhi,New Delhi,PROD-153,Furniture,Furnishings,Furnishings Model 17,12333.98,5,0,687.8,5.58
ORD-11190,8/26/2024,8/29/2024,CUST-458,Customer 321,Corporate,India,Telangana,Warangal,PROD-285,Furniture,Bookcases,Bookcases Model 11,35671.32,6,0,8467.68,23.74
ORD-11191,5/25/2024,5/28/2024,CUST-601,Customer 66,Corporate,India,Maharashtra,Pune,PROD-490,Furniture,Furnishings,Furnishings Model 2,7522.51,6,0.2,410.58,5.46
ORD-11192,10-08-2024,10-10-2024,CUST-644,Customer 223,Home Office,India,Karnataka,Mysore,PROD-166,Technology,Accessories,Accessories Model 26,10762.11,10,0,1923.45,17.87
